Dexamethasone Na Phos 4 mg/ml, 100 ml/bottle,0
Dexamethasone- 2 mg/ml -100 ml vial,50 vials,Priority
Dextrose- 50%- 25gm amps- pre-filled,10 boxes,Priority
Diazepam -CANA Trainer- 25 per box,10 boxes,Priority
Diazepam 5mg Tabs PO,100 tablets,Priority
Diazepam Injector- 10 mg Diazepam in 2mL,10 boxes,Priority
Diltiazem 25 mg vial,10 boxes,Priority
Diphenhydramine- 25mg- PO- ,10 boxes,Priority
Diphenhydramine- Injection- 50mg/ml,50 vials,Priority
Diprivan /Propofol 10mg/ml 100 ml vial,51 vials,Priority
Dish- Canine- Stainless Steel- 64 oz.,1 box,Routine
Disinfectant- 1 gallon bottle,case of 10 boxes,Routine
Dispenser- Tape- for box sealing tape,case of 10 boxes,Routine
Dobutamine- Injection- .25 mg amps- or equivelent pre-mix,case of 10 boxes,Routine
Document Protectors- 100ct ,case of 10 boxes,Routine
Documentation kit- including documents- forms- pens- pencils,case of 10 boxes,Routine
Dolly- Outboard Engine,case of 10 boxes,Routine
Domitor or Dexdomitor- Injectable -medetomidine HCl,10,Routine
Donut- Safety 1 inch - 2 1/2 inch,case of 10 boxes,Routine
Donut- Safety 5 inch - 6 1/2 inch,case of 10 boxes,Routine
Dopamine- 40mg/ml- 200mg amps,20 amps,Emergency
Doxycycline- 100 mg- 500 per bottle,100 bottles,Priority
Dressing- 2nd skin- 3 inch circles,case of 10 boxes,Routine
Dressing- Blister- 4 inch x 3 inch Mole Skin- 3/pks,case of 10 boxes,Routine
Dressing- Hemostatic Gauze- Z Fold,case of 10 boxes,Routine
Dressing- Multi-Trauma- Large- 12 inch x 30 inch,case of 10 boxes,Routine
Dressing- Trauma- 5 inch x 9 inch,case of 10 boxes,Routine
Dri-Dek tiles- 12 inch x 12 inch,pallet of 6,Routine
Drill Bit Set- 21 Piece- -1/16-3/8 inch,pallet of 6,Routine
Drill- Hammer- Hydraulic,pallet of 6,Routine
Drill- Rotary Hammer- Electric- HD 1-1/2 inch min.,pallet of 6,Routine
Drill/Driver- Heavy Duty- XRP 1/2 inch- 12V Cordless- Kit,pallet of 6,Routine
Drill/Hammer- electric- 1/2 inch variable speed- industrial grade,pallet of 6,Routine
Drop bags- with 8mm utility line- 150ft.,case of 10,Routine
Dry Gear Bags- 23 inchL x 12 inchW x 17 inchH,case of 10,Routine
Dry Shower Bag ,case of 10,Routine
Dry Suit- Reinforced Knees and Elbows- Field Repairable,case of 10,Routine
Dryer- K9- with hoses and accessories,case of 10,Routine
Drysuit Repair Kit,case of 10,Routine
Duct- 8 inchx 25ft.- Reinforced- in carry bag-,case of 10,Routine
Ducusate Sodium 100mg,100 tablets,Priority
DuoDote? Training Simulator -DuoDote training,case of 10,Routine
DuoDote?Auto-Injector- Atropine and Pralidoxime Chloride,25,Priority
Ear plugs- disposable- style NRR 24- ,case of 10,Routine
ECG paper for LP 15,case of 10,Routine
Edge Protection- Sling Protection,case of 10,Routine
Elasticon 3 inch,case of 10,Routine
Elbow Pads-  heavy duty ,case of 10,Routine
Electrodes- Cardiac Monitor- disposable- 4/pkg- 10 pkg/bx,case of 10,Routine
Engine oil- 2-cycle ,case of 10,Routine
Entrenching tool- shovel- w/folding pick- O/A length 30 inch,case of 10,Routine
Envelope- #10 -100/box,case of 10,Routine
Envelope- Manilla- 10 inch x 13 inch -100/pkg,case of 10,Routine
Envelope- Transmittal- 10 inch x 13 inch -100/box,case of 10,Routine
Epinephrine- 1:10-000 -0.1mg/ml- 1mg amps- pre-filled,case of 10,Priority
Epinephrine- 1:1000- multi-dose 30cc vials,20 vials,Priority
Epoxy- Rapid set- 2 part putty- paste grade,case of 10,Routine
Eraser- Dry Erase,case of 10,Routine
Escherman bougie/ Flex guide,case of 10,Routine
Etomidate- 2mg/ml- 20mg vial ,20 vials,Priority
ETT Heat-Moisture Exchangers- disposable,1 box,Routine
Eugenol,10 bottles,Priority
Euthanasia Solution- 100 ml/bottle- -Vet use only ,case of 10,Routine
Extension cord- 100-foot- Black,box of 15,Routine
Extension cord- 100-foot- 10/G- Safety Orange,box of 15,Routine
Extension cord- 100-foot- 12/G- Red,box of 15,Routine
Extension cord- 100-foot- 12/G- Safety Orange,box of 15,Routine
Extension cord- 10-foot- Black,box of 15,Routine
Extension cord- 10-foot- 10/G- Safety Orange  ,box of 15,Routine
Extension cord- 10-foot- 12/G Red,box of 15,Routine
Extension cord- 10-foot- 12/G- Safety Orange,box of 15,Routine
Extension cord- 150-foot- Black,box of 15,Routine
Extension cord- 150-foot- 10/G- Safety Orange ,box of 15,Routine
Extension cord- 150-foot- 12/G- Red,box of 15,Routine
Extension cord- 150-foot- 12/G- Safety Orange,box of 15,Routine
Extension cord- 200-foot- Black,box of 15,Routine
Extension cord- 200-foot- 10/G- Safety Orange ,box of 15,Routine
Extension cord- 200-foot- 12/G- Red,box of 15,Routine
Extension cord- 200-foot- 12/G- Safety Orange,box of 15,Routine
Extension cord- 250-foot- Black,box of 15,Routine
Extension cord- 250-foot- 10/G- Safety Orange  ,box of 15,Routine
Extension cord- 250-foot- 12/G-  Red,box of 15,Routine
Extension cord- 250-foot- 12/G- Safety Orange,box of 15,Routine
Extension cord- 25-foot- Black,box of 15,Routine
Extension cord- 25-foot- 10/G- Safety Orange ,box of 15,Routine
Extension cord- 25-foot- 12/G- Red,box of 15,Routine
Extension cord- 25-foot- 12/G- Safety Orange,box of 15,Routine
Extension cord- 50-foot- Black,box of 15,Routine
Extension cord- 50-foot- 10/G- Safety Orange ,box of 15,Routine
Extension cord- 50-foot- 12/G- Red,box of 15,Routine
Extension cord- 50-foot- 12/G- Safety Orange,box of 15,Routine
Extension cord- 8-foot- Black,box of 15,Routine
Extension cord- 8-foot- 10/G- Safety Orange ,box of 15,Routine
Extension cord- 8-foot- 12/G- Red,box of 15,Routine
Extension cord- 8-foot- 12/G- Safety Orange,box of 15,Routine
Extension- Strut- Expandable-  18 inch - 24 inch,box of 15,Routine
Extension- Strut- Expandable- 12 inch,box of 15,Routine
Extension- Strut- Expandable- 24 inch - 36 inch,box of 15,Routine
Extinguisher- dry chemical- 20 lb.- ABC-type,box of 15,Routine
Extinguisher- water- backpack-type,box of 15,Routine
Eye Nuts- 1/2 inch- Steel,box of 15,Routine
Eyepiece- Diagonal- for Nivo Total Station,box of 15,Routine
Face Mask Rescuer Set,box of 15,Routine
Faceshield- Full-face- CLEAR  POLYCARBONATE- BULLARD,case of 20,Routine
Fan- Room -for treating heat illness- large,case of 20,Routine
Fan- Room -for treating heat illness- large,case of 20,Routine
Feed Line- 100 feet- LMR-240 Terminated- N,case of 20,Routine
Feed Line- 100 feet- LMR-240 Terminated- PL-259,case of 20,Routine
Feed Line- 100 feet- LMR-240- Un-terminated,case of 20,Routine
Feed Line- 100 feet- LMR-400 Flex- Terminated- N,case of 20,Routine
Feed Line- 100 feet- LMR-400 Flex- Terminated- PL-259,case of 20,Routine
Feed Line- 100 feet- LMR-400 Flex- Un-terminated,case of 20,Routine
Feed Line- 100 feet- LMR-600 Terminated- N,case of 20,Routine
Feed Line- 100 feet- LMR-600 Terminated- PL-259,case of 20,Routine
Feed Line- 100 feet- LMR-600 Un-terminated,case of 20,Routine
Feed Line- 1000 feet- LMR-240 Terminated- N,case of 20,Routine
Feed Line- 1000 feet- LMR-240 Terminated- PL-259,case of 20,Routine
Feed Line- 1000 feet- LMR-240- Un-terminated,case of 20,Routine
Feed Line- 1000 feet- LMR-600- Un-terminated,case of 20,Routine
Feed Line- 50 feet- LMR-240 Terminated- N,case of 20,Routine
Feed Line- 50 feet- LMR-240 Terminated- PL-259,case of 20,Routine
Feed Line- 50 feet- LMR-240- Un-terminated,case of 20,Routine
Feed Line- 50 feet- LMR-400 Flex- Terminated- N,case of 20,Routine
Feed Line- 50 feet- LMR-400 Flex- Terminated- PL-259,case of 20,Routine
Feed Line- 50 feet- LMR-400 Flex- Un-terminated,case of 20,Routine
Feed Line- 50 feet- LMR-600 Terminated- N,case of 20,Routine
Feed Line- 50 feet- LMR-600 Terminated- PL-259,case of 20,Routine
Feed Line- 50 feet- LMR-600- Un-terminated,case of 20,Routine
Feed Line- 500 feet- LMR-240 Terminated- N,case of 20,Routine
Feed Line- 500 feet- LMR-240 Terminated- PL-259,case of 20,Routine
Feed Line- 500 feet- LMR-240- Un-terminated,case of 20,Routine
Feed Line- 500 feet- LMR-400 Flex-  Un-terminated,case of 20,Routine
Feed Line- 500 feet- LMR-400 Flex- Terminated- N,case of 20,Routine
Feed Line- 500 feet- LMR-400 Flex- Terminated- PL-259,case of 20,Routine
Feed Line- 500 feet- LMR-600 Terminated- N,case of 20,Routine
Feed Line- 500 feet- LMR-600 Terminated- PL-259,case of 20,Routine
Feed Line- 500 feet- LMR-600- Un-terminated,case of 20,Routine
Feed Line- RG-58C- 1000 foot Roll,case of 20,Routine
Feed Line- RG-58U- 1000 foot Roll,case of 20,Routine
Feed Line- RG-8- 1000 foot Roll,case of 20,Routine
Feed Line- RG-8X- 1000 foot Roll,case of 20,Routine
Fentanyl Citrate- 50mcg/cc- 2ml amp,25 vials,Priority
Ferrite Beads- SNAP ON-  Mix 31,box of 25,Routine
Ferrite Beads- SNAP ON-  Mix 61,box of 25,Routine
Ferrite Beads- SNAP ON- Mix 75,box of 25,Routine
Ferrite Toroids- Mix 31,box of 25,Routine
Ferrite Toroids- Mix 43,box of 25,Routine
Ferrite Toroids- Mix 52,box of 25,Routine
Ferrite Toroids- Mix 61,box of 25,Routine
Ferrite Toroids- Mix 75,box of 25,Routine
Ferrite Toroids- Mix 77,box of 25,Routine
Fexofenadine- 180mg- PO,100 tablets,Priority
Fiberscope- Video System- Portable,case of 10,Routine
Field Operations Guide- USACE StS- Current Edition,case of 10,Routine
File- Set- 6 Piece,case of 10,Routine
Filter- Air- Chain Saw- 200 cc,case of 10,Routine
Filter- Air- Chain Saw- 90 cc,case of 10,Routine
Filter- Air- for power unit,case of 10,Routine
Filter- Air- Saw- gasoline- 14 inch-  rotary saw,case of 10,Routine
Filter- Hydraulic Fluid- for power unit,case of 10,Routine
Filters- Fuel- Hydraulic Vehicle Rescue System ,case of 10,Routine
Fins- -Pair- Various Sizes,case of 10,Routine
Fire Extinguisher- 10 pound- ABC-type  ,pallet 30,Routine
Fitting- Quick Disconnect- Gasoline Hose,case of 25,Routine
Fitting- Quick Disconnect- Oxygen Hose,box of 1000,Routine
Flagging Ribbon- Survey- Red- 1-3/16 inch X 300ft. roll,box of 5,Routine
Flagging Ribbon- Survey- White- 1-3/16 inch X 300ft. roll,box of 5,Routine
Flagging Ribbon- Survey- Yellow- 1-3/16 inch X 300ft. roll,box of 5,Routine
Flagyl- 250mg- Tab -metronidazole 100/bottle,box of 5,Routine
Flagyl- 500mg unit dose- IV,10 vials,Priority
Flagyl- 500mg- Tab -metronidazole 100/bottle,box of 5,Routine
Flashlight- AA Battery- LED,box of 5,Routine
Flashlight- AA Battery- LED- Water proof,box of 5,Routine
Flashlight- AAA Battery- LED,box of 5,Routine
Flashlight- AAA Battery- LED- Water proof,box of 5,Routine
Flashlight- C Battery- LED,box of 5,Routine
Flashlight- C Battery- LED- Water proof,box of 5,Routine
Flashlight- D Battery- LED,box of 5,Routine
Flashlight- D Battery- LED- Water proof,box of 20,Routine
Flatware- plastic- knives/forks/spoons ,box of 5,Routine
Flexible Retrieving and Holding Tool- 13 1/2 inch,box of 5,Routine
Float Marker Recovery System- Integral marker float w/ 100-foot ,box of 5,Routine
Floatation Device- Canine- Size: Extra Large- sturdy haul handle,box of 5,Routine
Floatation Device- Canine- Size: Large- sturdy haul handle,box of 5,Routine
Floatation Device- Canine- Size: Medium- sturdy haul handle,box of 5,Routine
Floatation Device- Personal-  Universal Rescue -Integrated,box of 5,Routine
Fluid- Hydraulic- Fire Resistant- Vehicle Rescue System- 1 Gallon,box of 5,Routine
Folder- File - Letter Size  -24/pkg,box of 5,Routine
Folder- File- Expandable- Letter Size -5/pkg,box of 5,Routine
Food boxes ,box of 5,Routine
Forcep- Magill- Adult ,box of 5,Priority
Forcep- Magill- Pediatric,box of 5,Priority
Forceps- Splinter,box of 5,Priority
Form- ICS 201,Pkg of 500,Routine
Form- ICS 202,Pkg of 500,Routine
Form- ICS 203,Pkg of 500,Routine
Form- ICS 204,Pkg of 500,Routine
Form- ICS 205,Pkg of 500,Routine
Form- ICS 206,Pkg of 500,Routine
Form- ICS 211,Pkg of 500,Routine
Form- ICS 213,Pkg of 500,Routine
Form- ICS 214,Pkg of 500,Routine
Form- ICS 215- Letter Size,Pkg of 500,Routine
Form- ICS 215- Wall Size- Laminated,Pkg of 500,Routine
Form- Patient Encounter,Pkg of 500,Routine
Fuel Hose w/Primer Bulb- Spare,case of 16 rolls,Routine
Fuel Stabilizer- 10 oz,box of 5,Routine
Fuel Tank- 6 Gallon w/Handle,box of 5,Routine
Fungal Powder -Tinactin,20 tubes,Routine
Funnel Kit- 3 Piece Set,box of 5,Routine
Funnels- long neck- with filter screens,case of 10,Routine
Furosemide- 5mg/ml- 100mg vial,10 vials,Priority
Furring strips- 1in x 2in x 8 ft ,case of 10,Routine
GaffersTape-  3in x 60yds- Black- ,case of 10,Routine
Gas can- 1-gallon  ,pallet 10,Routine
Gas can- 5-gallon ,pallet 10,Routine
Gas funnel ,case of 10,Routine
Gasket Scraper and Carbon Scraper,case of 10,Routine
Gauge- Crack,case of 10,Routine
Gauge- Feeler- 25 Blade Set,case of 10,Routine
Gauge- Regulator,case of 10,Routine
Gauge- Spark Plug Gap Set,case of 10,Routine
Gauze- Packing- Iodoform- 1/4 inch- bottle,case of 10,Routine
Gauze- Vaseline,case of 10,Routine
Gauze- Wraps- 4 inch,case of 10,Routine
Generator 1000 watt  ,3,Routine
Generator 1500,5,Routine
Generator 2000 watt ,3,Routine
Generator 3000 watt ,3,Routine
Generator 3500 watt ,4,Routine
Generator 4000 watt ,2,Routine
Generator 5000 watt ,2,Routine
Generator 6500 watt ,2,Routine
Gloves -Water 3.5 to 5 mil,case of 200,Routine
Gloves- Latex Free- Examination- Sizes per TF,case of 200,Routine
Gloves- Latex- sterile- sized to meet team needs- pair,case of 200,Routine
Gloves- Latex-free- 100/box- 3 boxes total -  1 box each:  small,case of 200,Routine
Gloves- Welding,case of 200,Routine
Glucometer,case of 200,Routine
Glucometer- patient test strips,case of 200,Routine
Glucometer- QA solution,case of 200,Routine
Glue Stick,case of 200,Routine
Glue- Tissue,case of 200,Routine
Goggle Set- #5,case of 200,Routine
Goggle- Night Vision,case of 200,Routine
Goggle- night vision- adapter- helmet,case of 200,Routine
Goggles ,case of 200,Routine
Goggles- Safety,case of 200,Routine
GPS -global positioning satellite receivers- handheld portable- ,case of 20,Routine
Grinder- Die- straight- 4.5 amp- 21-000 rpm- electric - 3 inch,case of 20,Routine
Grip Hoist- 8000 lb Lift Capacity- with 8 spare sheer pins ,case of 20,Routine
Guard- Edge,case of 20,Routine
Guard- Edge,case of 20,Routine
Guide- Field Operations- FEMA US&R Response System,case of 20,Routine
Guide- Field Operations- ICS 420-1,case of 20,Routine
Gun- Nail- Piston Activated- 27 caliber-autofeed- w/ case,case of 20,Routine
Gun- nail- pneumatic- 8D through 16D general purpose,case of 20,Routine
H2 Blocker- e.g.Cimetadine- PO,case of 10,Routine
Hacksaw- high tension- contractor grade,case of 10,Routine
Halligan tool,case of 10,Routine
Halligan tool,case of 10,Routine
Haloperidol- Injection- 5mg/ml- 1ml amps,case of 10,Routine
Hammer- Air- Quik-Kut HD,pallet of 32,Routine
Hammer- Ball Pein- Compo Cast- 16 oz,pallet of 32,Routine
Hammer- Ball Pein- Compo Cast- 32 oz,pallet of 32,Routine
Hammer- Demolition- 60 lb.- w/case,pallet of 32,Routine
Hammer- Demolition- electric- 40 lb.- with case,pallet of 32,Routine
Hammer- framing straight claw- 18 oz.- steel- mill face,pallet of 32,Routine
Hammer- framing straight claw- 22 oz.- steel- mill face,pallet of 32,Routine
Hammer- geology                                                                       ,pallet of 32,Routine
Hammer- Shoring,pallet of 32,Routine
Hammer- Shoring- long handle,pallet of 32,Routine
Hammer- sledge  12 lb.- fiberglass handle,pallet of 32,Routine
Hammer- sledge  20 lb.- fiberglass handle,pallet of 32,Routine
Hammer- sledge- 18 lb.- fiberglass handle,pallet of 32,Routine
Hammer- sledge- 4 lb.- 16 inch fiberglass handle,pallet of 32,Routine
Hammer- sledge- 8 lb.- fiberglass handle,pallet of 32,Routine
Hammer- Soft Face- 1.43 lb,pallet of 32,Routine
Hammer- Standard Head- Soft Face- Compo-Cast- 21 oz.,pallet of 32,Routine
Hand truck- convertible into dolly- with pneumatic tires,box of 5,Routine
Handbook- Drug Dose- Plumb- 6th edition or newer,box of 5,Routine
Handbook- Emergency- BSAVA Manual of Canine- Critical Care,box of 5,Routine
Handbook- Fireline,box of 5,Routine
Handbook- Toxicology and Poison,box of 5,Routine
Hand-Held Spot Light,box of 5,Routine
Handle- Laryngoscope- Fiberoptic- with batteries -C-cell,box of 5,Routine
Handle- Laryngoscopy- Fiberoptic- Disposable,box of 5,Routine
Handwash- liquid gel sanitizer 4 oz bottle,box of 25,Routine
Handwipe- sanitizer towel-,case of 10,Routine
Harness- Rope-  full body OSHA confined space- Size - XL,box of 5,Routine
Harness- Rope- full body OSHA confined space- Size - Regular,box of 5,Routine
Harness- Speaker,box of 5,Routine
Harness- tie-down -for canine air transport one size - adjustable,box of 5,Routine
Harness- Victim Lifesaver Rescue,box of 5,Routine
Hasp- lockout- 1/2 inch Steel,box of 50,Routine
Hat- wide brim boonie style ,box of 5,Routine
Rope-  4:1 advantage w/ 200 ft. of lifeline- 1/2 inch dia,box of 5,Routine
Hazmat Basin  -ft.Canine Poolft.,box of 5,Routine
Head Beds- disposable- adult,box of 5,Routine
Headlamp- Petzl Duo LED - UL Class I,box of 5,Routine
Headset- 1/4 jack- mono,box of 5,Routine
Headset- heavy duty clothing clip- and Boom Mic windscreen,box of 5,Routine
Headsets- hearing protection- NRR 29dB ,box of 5,Routine
Heater- for Blower- ventilation- electric or LP with accessories ,box of 5,Routine
Heimlich Valve,box of 5,Priority
Helmet Light ,box of 12,Routine
Helmet Mount Assembly - Night Vision Goggle,box of 12,Routine
HELMET- BULLARD -RATCHET SUSPENSION,box of 12,Routine
Helmet- FAST Base Jump Militarty Helmet- ,box of 12,Routine
Helmet- rescue-type ,box of 12,Routine
Helmet- water- adjustable ratchet headband- Rescuer,box of 12,Routine
Helmet- water- adjustable ratchet headband- Victim,box of 12,Routine
Hemocult Slides and Developer,10 kits,Priority
Hemorrhoidal Suppositories,case of 10,Priority
Heparin- Injection- 1000units/ml- 10ml multi-dose vial,10 vials,Priority
Hex Key- 18 Piece Set- w/ Metal box,box of 12,Routine
Hex Key- Metric- 15 Piece Set- W/Metal box,box of 12,Routine
Hoist- Ratchet Chain - 1.5 Ton- 10ft.,pallet 10 sets,Routine
Holder- Syringe- Tubex-type -Carpuject,pallet 10 sets,Routine
Hook Set- 4 Piece,pallet 10 sets,Routine
Hook- Double- 3/8 inch chain- 17-600 lb. capacity Crosby A-1362,pallet 10 sets,Routine
Hook- Single- 3/8 inch chain- 8-800 lb. capacity Crosby A-1361,pallet 10 sets,Routine
Hose Inflation System Kit- includes: 2-1/2 inch female hose ,pallet 10 sets,Routine
Hose- 12ft. Propane- B Fitting ,pallet 10 sets,Routine
Hose- 5ft.x1 inch- Non-collapsible,pallet 10 sets,Routine
Hose- Air bag- lifting- 32ft.- red- SPARE,pallet 10 sets,Routine
Hose- Air bag- lifting- 32ft.- yellow- SPARE,pallet 10 sets,Routine
Hose- Air Supply- 16 ft,pallet 10 sets,Routine
Hose- Air- 50ft. sections,pallet 10 sets,Routine
Hose- Air- Shore- Expandable- 32ft.- BLACK,pallet 10 sets,Routine
Hose- Air- Shore- Expandable- 32ft.- RED,pallet 10 sets,Routine
Hose- Air- Shore- Expandable- 32ft.- YELLOW,pallet 10 sets,Routine
Hose- Econoflow Forestry- 5/8 inch x 50ft. ,pallet 10 sets,Routine
Hose- Fire 1½ inch x50ft. hoset- 1 1/2 inch-250 psi rated,pallet 10 sets,Routine
Hose- Fire- 2 1/2 inch x 50ft.- for use w/Hose Inflation System,pallet 10 sets,Routine
Hose- Fire- 3/4 inch- Flat Synthetic- 3/4 inchght- 100ft.,pallet 10 sets,Routine
Hose- Flat- Forestry-Type- 100ft. x 3/4 inch- w/ 3/4 inch ,pallet 10 sets,Routine
Hose- Hydraulic- 30-foot section- Vehicle Rescue System ,pallet 10 sets,Routine
Hose- Hydraulic- Blue- 30-foot section- Vehicle Rescue System,pallet 10 sets,Routine
Hose- Hydraulic- Green- 30-foot section- Vehicle Rescue System,pallet 10 sets,Routine
Hoses- Dual- Hydraulic- 1/2 inch X 50 ft.,pallet 10 sets,Routine
Hot Chocolate ,case of 10,Routine
Hot Packs - disposable,case of 10,Routine
Hydrogen Peroxide- 3%- 16 oz. bottles,case of 10,Routine
Hygiene kits ,case of 10,Routine
Hypothermia Wrap,case of 10,Routine
Ibuprofen- 800mg tablets- PO,case of 10,Routine
Ice Packs- Gel- 6 x 9 Reusable,case of 10,Routine
Identifiers- Lock ,case of 10,Routine
Insect Repellent- minimum 35% DEET- towlettes ,case of 10,Routine
Insect Repellent- Pyrethrin base ,case of 10,Routine
Insulin- Regular Human- Injection- 100u vials- IV/SC,25 vials,Emergency
Intraosseous EZIO Handle Kit-,case of 10,Routine
Inverter- Power- 12v to 120v- 100 watt ,case of 10,Routine
Ipratropium / Combivent Inhaler Aerosol,case of 10,Routine
Isentress -RALTEGRAVIR- 400mg ,20 vials,Priority
IV Insulating and Warming Kits,case of 10,Routine
IV Set Up- Dial-A-Flow,case of 10,Routine
IV Set Ups- Multifunction Tubing,case of 10,Routine
Jelly- Lubricant- single use packets,case of 10,Routine
Kennel- K9 Vehicle Travel Crate,10,Routine
Kennel- portable -Giant,10,Routine
Kennel- portable- collapsible,10,Routine
Ketamine Injection 500 mg vial,15 vials,Priority
Ketorolac- 30 mg/ml Single dose vial- IV,15 vials,Priority
Kit- Decon- Canine,25,Routine
Kit- Maintenance- Chain Saw-  Includes: Spark Plug Wrench,Package of 25,Routine
Kit- Plannnig Officer- to include items listed below:,Package of 25,Routine
Knee Pads- heavy duty ,Package of 25,Routine
Kneeboard- tri-fold- ,Package of 25,Routine
Knife- combination- folding ,Package of 25,Routine
Knife- Utility- retractable blade,Package of 25,Routine
Knife- with sheath.  Blade length:3 inch,Package of 25,Routine
Labels- Medication Added,Package of 25,Routine
Labels- Search Marking,case of 5,Routine
Labetalol- Injection- 5/mg/ml- 100mg multi-dose vial,10 vials,Priority
Ladder- 18ft. Little Giant,case of 50,Routine
Ladder- XTEND + CLIMB 12.5 feet,5,Routine
Lamp- Exam- ultraviolet/visible- with magnifier- 110 VAC,5,Routine
Lamp- Spare,5,Routine
Lancet- for use with Glucometer- box of 100,case of 50,Priority
Lanyard- Bypass- 6ft.- Adjustable,75,Routine
Large first aid kit ,Package of 25,Routine
Latrine Bags- biodegradable- ,Package of 25,Routine
LDS Helping Hands T-shirt -L ,Package of 25,Routine
LDS Helping Hands T-shirt -M ,Package of 25,Routine
LDS Helping Hands T-shirt -XL ,Package of 25,Routine
LDS Helping Hands T-shirt -XXL ,Package of 25,Routine
LDS Helping Hands T-shirt -XXXL ,Package of 25,Routine
LDS Helping Hands vests ,Package of 25,Routine
Leashes- Disposable-Nylon- 50/box,Package of 25,Routine
Leather work gloves -large ,Package of 25,Routine
Leather work gloves -medium ,Package of 25,Routine
Leather work gloves -XL ,Package of 25,Routine
Lens- magnifying 3x for night vision goggle,Package of 25,Routine
Lens- Morgan Irrigation,Package of 25,Routine
Level- 4 ft.,Package of 25,Routine
Level- Electronic,Package of 25,Routine
Lidocaine- 200mg/ml- 1gm amps,20 vials,Emergency
Lidocaine- Injection- 1% w/ epinephrine- multi-use 50ml vial,21 vials,Emergency
Lidocaine- Injection- 1%- multi-use 50ml vial,22 vials,Emergency
Lidocaine- Injection- 5mg/ml- 100mg amps- pre-filled,23 vials,Emergency
Lifting harness- 1 per canine assigned to Task Force ,Package of 25,Routine
Light stick- Blue- 12-hour duration ,Package of 25,Routine
Light stick- Cyalume- 12-hour duration- Yellow,Package of 25,Routine
Light stick- Green- 12-hour duration ,Package of 25,Routine
Light stick- Red- 12-hour duration ,Package of 25,Routine
Light stick- Yellow- 12-hour duration ,Package of 25,Routine
Light- Clip-on,Package of 25,Routine
Light- Strobe- for Personal Flotation Device,Package of 25,Routine
Lights- Navigation- LED- Bow/Stern Set- Clamp-on Type,Package of 25,Routine
Line- supply- 50ft.- breathing air quality- compatible with SCBA,Package of 25,Routine
Liner- For Dry Suit,Package of 25,Routine
Lip balm- SPF 15 ,Package of 25,Routine
Liquid- Dishwashing- Dawn or Palmolive 20 oz- to equal 1 gallon,Package of 25,Routine
Listening Device- Delsar Mini,Package of 25,Routine
Listening device- portable electronic,2,Routine
Litter wheel- Stokes basket,Package of 25,Routine
Litter wheel- Stokes basket- lift assist,Package of 25,Routine
Litter- Stokes- without Leg Separators Metal Wire type,Package of 25,Routine
Litter- Stokes- without Leg Separators -Metal Wire type,Package of 25,Routine
Load Cell- Shore- Expandable- 20K Hydr Load Indicator,Package of 25,Routine
Load Cell- Shore- Expandable- 50K Hydr Load Indicator,Package of 25,Routine
Loads- Heavy Duty- for Piston Activated Nail Gun,Package of 25,Routine
Loads- Medium- for Piston Activated Nail Gun ,Package of 25,Routine
Lock- Braided- Blue- padlock,Package of 25,Routine
Lock- Multi Pole Breaker ,Package of 25,Routine
Lock- Saline ,Package of 25,Routine
Lock- Single Pole Breaker ,Package of 25,Routine
Lockout- Plug,Package of 25,Routine
Lockout- Wall Switch,Package of 25,Routine
Lockout/Tagout Kit,Package of 25,Routine
Log Book ,Package of 25,Routine
Long Shore Extension 1016,Package of 25,Routine
Long Shore Extension 135,Package of 25,Routine
Long Shore Extension 235,Package of 25,Routine
Long Shore Extension 435,Package of 25,Routine
Long Shore Extension 610,Package of 25,Routine
Long Shore Extension 812,Package of 25,Routine
Longboards- Stokes Compatible- Floating Type,Package of 25,Routine
Lorazepam- 2mg/ml- 5cc vial,15 vials,Priority
Lovenox 150mg Vial,20 vials,Priority
Low Profile hydraulic jack 20 ton vertical,Package of 25,Routine
Low Profile hydraulic jack 30 ton horizontal,Package of 25,Routine
Low profile jacks hydraulic- 12 ton-  vertical or horizontal,Package of 25,Routine
Low Profile jacks hydraulic- 5 ton-  vertical or horizontal ,Package of 25,Routine
Lozenges- throat,Package of 25,Routine
LSP Cinch Rescue Collar,Package of 25,Routine
Lubricant- WD-40,Package of 25,Routine
Magnesium Sulfate 50%- 5gm,25 vials,Emergency
Magnetic Emergency Response Services sign ,Package of 25,Routine
Manifold- w/dump valve- Hydraulic Vehicle Rescue System,Package of 25,Routine
Mannitol- 25%- 12.5gm/50ml amp vials,10 vials,Priority
Manual- ICS Forms,case of 10,Routine
Manual- Operators,case of 10,Routine
Marker- felt- waterproof ,10 boxes,Routine
Markers- Arrow- Photo Identification,10 packages,Routine
Markers- Dry Erase- Pkg-  -blue- black- red- green,10 packages,Routine
Markers- Engraved- Photo Identification- Set- A-Z,case of 10,Routine
Markers- Engraved- Photo Identification- Set- numbers 1-25,case of 10,Routine
Markers- felt tip- black- permanent ,case of 10,Routine
Marking Kit- -includes the items listed below,case of 10,Routine
Marking Kit- Rope- 60 Markers/Pkg,case of 10,Routine
Mask- Anesthesia Induction- Canine- Extra Large,10,Priority
Mask- Anesthesia Induction- Canine- Large,10,Priority
Mask- Anesthesia Induction- Canine- Small,10,Priority
Mask- Bag Valve- adult- disposable compact module,10,Priority
Mask- Bag Valve- PEDI disposable,15,Routine
Mask- CPAP- for Automatic Emergency Ventilator,2,Priority
